Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
251230-47,2025-12-30,90000056484,PROJEKTA VADĪTĀJS,Valsts pārvalde,1600.000,1600.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-20,"","Dzirnavu iela 140, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437522065
260105-52,2026-01-12,90000056484,VECĀKAIS INSPEKTORS,Valsts pārvalde,1550.000,1550.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-19,"","Dzirnavu iela 140, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437646645
260108-109,2026-01-08,90000056484,ĢEODĒZIJAS INŽENIERIS,Valsts pārvalde,1600.000,1700.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-01,"","Dzirnavu iela 140, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438191716
260112-113,2026-01-12,90001262846,PAŠVALDĪBAS POLICIJAS JAUNĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1400.000,1600.000,Viena vesela slodze,Summētais darba laiks,"",2026-12-31,"","Rīgas iela 30, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438534529
251204-140,2025-12-04,40900038646,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,980.000,980.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-28,"","Edgara Francmaņa iela 6, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/435594300
251204-124,2025-12-04,40900038646,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1300.000,1300.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-28,"","Namiņš, Lejasstrazdi, Dobeles pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/435591044
251204-138,2025-12-05,40900038646,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,1080.000,1080.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-28,"","Namiņš, Lejasstrazdi, Dobeles pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/435594190
251204-130,2025-12-04,40900038646,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,960.000,960.000,Nepilna slodze,Nepilnais darba laiks,"",2026-02-28,"","Miera iela 16, Auce, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/435593261
251204-141,2025-12-05,40900038646,SOCIĀLAIS DARBINIEKS DARBAM AR ĢIMENI UN BĒRNIEM,Veselības aprūpe / Sociālā aprūpe,1280.000,1280.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-28,"","Liepziedi, Biksti, Bikstu pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/435594497
260106-219,2026-01-06,40900038646,BĒRNU APRŪPĒTĀJS (DIENNAKTS),Veselības aprūpe / Sociālā aprūpe,850.000,850.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-30,"","Namiņš, Lejasstrazdi, Dobeles pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437911237
260106-62,2026-01-06,90009115092,DEJU KOLEKTĪVA VADĪTĀJS,Kultūra / Māksla,303.000,303.000,Nepilna slodze,"","",2026-02-02,"","Ceriņu iela 2, Jaunbērze, Jaunbērzes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437814402
251229-5,2025-12-29,90009115092,SKOLAS DIREKTORA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Izglītība / Zinātne,987.000,987.000,Nepilna slodze,"","",2026-01-30,"","Skolas iela 2, Jaunbērze, Jaunbērzes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437357090
260108-114,2026-01-08,90009115092,PAVĀRS,Ēdināšana / Pārtikas rūpniecība,780.000,780.000,Viena vesela slodze,"","",2026-01-30,"","Puķu iela 8, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438198820
260114-36,2026-01-14,90009115092,PROFESIONĀLĀS IZGLĪTĪBAS SKOLOTĀJS,Transports / Loģistika,352.000,352.000,Nepilna slodze,"","",2026-02-27,"","Katoļu iela 1, Dobele, Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438745032
260108-50,2026-01-08,90009115622,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,796.000,796.000,Viena vesela slodze,"","",2026-01-23,"","Vidzemes iela 2B, Balvi, Balvu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438134666
260108-51,2026-01-08,90009115622,FIZIOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,1196.000,1196.000,Nepilna slodze,"","",2026-01-23,"","Vidzemes iela 2B, Balvi, Balvu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438136098
260108-53,2026-01-08,90009115622,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,796.000,796.000,Viena vesela slodze,"","",2026-01-23,"","Vidzemes iela 2B, Balvi, Balvu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438137120
260114-149,2026-01-14,90009115622,Izglītības un skolu PSIHOLOGS,Izglītība / Zinātne,1175.000,1175.000,Nepilna slodze,"","",2026-01-30,"","Dārza iela 12, Bērzpils, Bērzpils pag., Balvu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438837523
260113-21,2026-01-13,90009115622,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,780.000,780.000,"","","",2026-02-02,"","Pansionāta apbraucamā iela 1, Celmene, Kubulu pag., Balvu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438592403
251217-23,2025-12-17,90009115622,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,791.000,791.000,"","","",2026-01-21,"","Parka iela 2, Viļaka, Balvu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/436783584
260113-17,2026-01-14,90009115622,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,780.000,780.000,"","","",2026-02-02,"","Pansionāta apbraucamā iela 1, Celmene, Kubulu pag., Balvu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438590037
260106-237,2026-01-06,90000027165,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1830.000,1830.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437917583
260106-246,2026-01-06,90000027165,NAMDARIS,Valsts pārvalde,780.000,1220.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437921274
260113-155,2026-01-13,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1500.000,1640.000,Viena vesela slodze,Summētais darba laiks,"",2026-03-31,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438691209
260113-163,2026-01-13,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1795.000,1965.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438694268
260113-166,2026-01-13,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1795.000,1965.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438694622
260113-164,2026-01-13,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1795.000,1965.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438694437
260113-160,2026-01-14,90000027165,IESLODZĪJUMA VIETAS APSARGS,Drošība / Glābšanas dienesti / Aizsardzība,1500.000,1640.000,Viena vesela slodze,Summētais darba laiks,"",2026-03-31,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438693114
260113-167,2026-01-13,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1795.000,1965.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438694736
260117-26,2026-01-17,90000027165,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1830.000,1830.000,Nepilna slodze,Nepilnais darba laiks,20,2026-03-31,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439176887
260117-30,2026-01-17,90000027165,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1605.000,2005.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439179966
260113-153,2026-01-13,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1500.000,1640.000,Viena vesela slodze,Summētais darba laiks,"",2026-03-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438690830
260117-36,2026-01-17,90000027165,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1765.000,2005.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439187893
260117-39,2026-01-17,90000027165,ĢIMENES (VISPĀRĒJĀS PRAKSES) ĀRSTS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,20,2026-03-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439191346
260117-43,2026-01-17,90000027165,NARKOLOGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,10,2026-03-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439196710
260117-45,2026-01-17,90000027165,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1605.000,2005.000,Nepilna slodze,Normālais darba laiks,20,2026-03-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439197170
260117-46,2026-01-17,90000027165,PEDIATRS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,20,2026-03-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439197486
260117-47,2026-01-17,90000027165,"DERMATOLOGS, VENEROLOGS",Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,10,2026-03-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439198017
260117-41,2026-01-17,90000027165,ĶIRURGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439195759
260117-42,2026-01-17,90000027165,NARKOLOGS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Nepilna slodze,Normālais darba laiks,10,2026-03-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439196176
260117-44,2026-01-17,90000027165,NEATLIEKAMĀS MEDICĪNAS ĀRSTS,Veselības aprūpe / Sociālā aprūpe,2450.000,2785.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439196922
260117-68,2026-01-17,90000027165,IESLODZĪJUMA VIETAS APSARGS,Drošība / Glābšanas dienesti / Aizsardzība,1545.000,1695.000,Viena vesela slodze,Summētais darba laiks,"",2026-03-31,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/439216128
260117-66,2026-01-17,90000027165,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1605.000,2005.000,Nepilna slodze,Nepilnais darba laiks,20,2026-03-31,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439214778
260117-72,2026-01-17,90000027165,TULKS,Valsts pārvalde,1295.000,1950.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439220424
260117-73,2026-01-17,90000027165,TULKS,Valsts pārvalde,1295.000,1950.000,Nepilna slodze,Nepilnais darba laiks,20,2026-03-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439220484
260117-74,2026-01-17,90000027165,TULKS,Valsts pārvalde,1295.000,1950.000,Nepilna slodze,Nepilnais darba laiks,20,2026-03-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439220663
260117-76,2026-01-17,90000027165,TULKS,Valsts pārvalde,1295.000,1950.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439221023
260113-156,2026-01-13,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1500.000,1640.000,Viena vesela slodze,Normālais darba laiks,"",2026-03-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438691405
260114-69,2026-01-14,90000027165,PSIHOLOGS,Valsts pārvalde,1860.000,2070.000,Viena vesela slodze,Normālais darba laiks,"",2026-03-31,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438772949
260114-60,2026-01-14,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1795.000,1965.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/438761102
260117-12,2026-01-17,90000027165,NAMDARIS,Valsts pārvalde,780.000,1220.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439152565
260117-10,2026-01-17,90000027165,TEHNISKAIS INSPEKTORS,Valsts pārvalde,1125.000,1820.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Līgatnes iela 6, Cēsis, Cēsu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439151761
260117-19,2026-01-17,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1795.000,1965.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439159378
260117-17,2026-01-17,90000027165,PSIHOLOGS,Valsts pārvalde,1860.000,2070.000,Viena vesela slodze,Normālais darba laiks,"",2026-03-31,"","Dārza iela 14/16, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/439156183
260112-162,2026-01-13,90000027165,VECĀKAIS INSPEKTORS (APCIETINĀJUMA UN BRĪVĪBAS ATŅEMŠANAS JOMĀ),Drošība / Glābšanas dienesti / Aizsardzība,1590.000,1935.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Dzirnavu iela 32, Valmiermuiža, Valmieras pag., Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438560253
260113-154,2026-01-13,90000027165,IESLODZĪJUMA VIETAS UZRAUGS,Drošība / Glābšanas dienesti / Aizsardzība,1500.000,1640.000,Viena vesela slodze,Summētais darba laiks,"",2026-03-31,"","Tvaikoņu iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438691053
260113-157,2026-01-13,90000027165,IESLODZĪJUMA VIETAS APSARGS,Drošība / Glābšanas dienesti / Aizsardzība,1500.000,1640.000,Viena vesela slodze,Summētais darba laiks,"",2026-03-31,"","Mazā Matīsa iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438691847
260113-178,2026-01-13,90000027165,IESLODZĪJUMA VIETAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1795.000,1965.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Rīgas iela 10, Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438696588
260114-70,2026-01-14,90000027165,PSIHOLOGS,Valsts pārvalde,1860.000,2070.000,Viena vesela slodze,Normālais darba laiks,"",2026-03-31,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438773477
260117-14,2026-01-17,90000027165,TEHNISKAIS INSPEKTORS,Valsts pārvalde,1125.000,1820.000,Viena vesela slodze,Normālais darba laiks,40,2026-03-31,"","Ķieģeļu iela 14, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439154011
260109-157,2026-01-09,90002065000,ARHĪVISTS,Valsts pārvalde,1170.000,1430.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-30,"","Ojāra Vācieša iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438379331
260109-159,2026-01-12,90002065000,KARTOGRĀFS,Valsts pārvalde,1170.000,1430.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-30,"","N. Rancāna iela 23, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/438379379
260115-55,2026-01-15,90002065000,EKSPERTS,Valsts pārvalde,1170.000,1430.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-05,"","Ojāra Vācieša iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438922338
260109-62,2026-01-09,90000039272,Nekustamā īpašuma PĀRVALDNIEKS,Būvniecība / Nekustamais īpašums,1500.000,1500.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-30,"","Krišjāņa Valdemāra iela 139, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438319047
260107-149,2026-01-07,90000042982,VECĀKAIS INSPEKTORS,Valsts pārvalde,1305.000,1450.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-27,"","Pasta iela 11 k-2, Tukums, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438051014
260108-134,2026-01-08,90000042982,VECĀKAIS INSPEKTORS,Valsts pārvalde,1215.000,1350.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-28,"","Brāļu Skrindu iela 11, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/438212093
260108-143,2026-01-08,90000042982,VECĀKAIS INSPEKTORS,Valsts pārvalde,1215.000,1350.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-28,"","Daugavpils iela 59, Preiļi, Preiļu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438216690
260113-98,2026-01-13,90000042982,JURISTS,Jurisprudence / Tieslietas,1500.000,1729.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-22,"","Lielvārdes iela 36, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438654702
260106-29,2026-01-14,90000042982,EKSPERTS,Valsts pārvalde,1170.000,1300.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-25,"","Lielvārdes iela 36, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437788120
260106-28,2026-01-14,90000042982,EKSPERTS,Valsts pārvalde,1170.000,1300.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-25,"","Lielvārdes iela 36, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437787596
251230-25,2025-12-30,90000042982,REFERENTS,Valsts pārvalde,1350.000,1500.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-19,"","Lielvārdes iela 36, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437492899
260116-19,2026-01-16,90000042982,SAIMNIECĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS /PRIEKŠNIEKS,Valsts pārvalde,2000.000,2300.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-05,"","Lielvārdes iela 36, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439019025
260115-131,2026-01-15,50103237791,VIDES PĀRVALDĪBAS SPECIĀLISTS,Lauksaimniecība / Vide,1280.000,1280.000,Viena vesela slodze,"","",2026-02-03,"","Latgales iela 165, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438984363
260115-134,2026-01-15,50103237791,ELEKTRONIKAS INŽENIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1550.000,Viena vesela slodze,"","",2026-02-13,"","Latgales iela 165, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438985814
260115-138,2026-01-15,50103237791,SKAITĻOTĀJU /DATU BĀZES ANALĪTIĶIS,Elektronika / Enerģētika / Elektroenerģija,1800.000,2000.000,Viena vesela slodze,"","",2026-02-03,"","Latgales iela 165, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438986902
260115-141,2026-01-15,50103237791,SINOPTIĶIS,Lauksaimniecība / Vide,1100.000,1800.000,Viena vesela slodze,"","",2026-02-03,"","Latgales iela 165, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438987805
260116-9,2026-01-16,47703001720,REMONTSTRĀDNIEKS,Cita,6.290,6.290,Viena vesela slodze,"","",2026-01-23,"","Preiļi, Preiļu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439012438
260108-61,2026-01-08,40003227117,TEHNISKAIS STRĀDNIEKS,Cita,960.000,960.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-28,"","Kuģu iela 5, Ķegums, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438146120
251028-90,2025-12-29,90009226487,VESELĪBAS APRŪPES VADĪTĀJS,Veselības aprūpe / Sociālā aprūpe,1590.000,1816.000,Viena vesela slodze,Normālais darba laiks,35,2026-01-31,"","Braila iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/431874170
250731-10,2025-12-29,90009226487,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (BĒRNU SOCIĀLĀS APRŪPES UN SOCIĀLĀS REHABILITĀCIJAS JOMĀ),Veselības aprūpe / Sociālā aprūpe,1273.000,1591.000,Viena vesela slodze,Normālais darba laiks,35,2026-01-31,"","Stāmerienas iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422080007
250731-16,2025-12-29,90009226487,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,1100.000,1220.000,Viena vesela slodze,Normālais darba laiks,35,2026-01-31,"","Kalnciema iela 93, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422084640
251230-3,2025-12-30,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,784.000,808.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-31,"","Berģu iela 160, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437472526
251230-7,2025-12-30,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,784.000,808.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-31,"","Kapseļu iela 31, Mežrozīšu iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437472701
251230-11,2025-12-30,90009226487,PALĪGSTRĀDNIEKS,Cita,312.000,326.400,Nepilna slodze,"","",2026-01-31,"","Kapseļu iela 31, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437474911
251230-4,2025-12-30,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,784.000,808.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-31,"","Braila iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437472558
251230-8,2025-12-30,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,784.000,808.000,Viena vesela slodze,Summētais darba laiks,35,2026-01-31,"","Stāmerienas iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437472813
251230-5,2025-12-30,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,784.000,808.000,Viena vesela slodze,Summētais darba laiks,35,2026-01-31,"","Kalnciema iela 93, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437472571
251230-6,2025-12-30,90009226487,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,784.000,808.000,Viena vesela slodze,Summētais darba laiks,35,2026-01-31,"","Zebiekstes iela 12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437472589
250915-136,2025-12-29,90009226487,VESELĪBAS APRŪPES VADĪTĀJS,Veselības aprūpe / Sociālā aprūpe,1590.000,1816.000,Viena vesela slodze,Normālais darba laiks,35,2026-01-31,"","Stāmerienas iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426799318
250915-141,2025-12-29,90009226487,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (BĒRNU SOCIĀLĀS APRŪPES UN SOCIĀLĀS REHABILITĀCIJAS JOMĀ),Veselības aprūpe / Sociālā aprūpe,1273.000,1591.000,Viena vesela slodze,"","",2026-01-31,"","Zebiekstes iela 12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426802277
251230-14,2025-12-30,90009226487,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1144.000,1445.000,Viena vesela slodze,Normālais darba laiks,35,2026-01-31,"","Kapseļu iela 31, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437477686
251230-16,2025-12-30,90009226487,AUTOMOBIĻA VADĪTĀJS,Transports / Loģistika,851.000,1221.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Braila iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437479440
260109-24,2026-01-09,90001342592,SABIEDRISKO ATTIECĪBU VADĪTĀJS (MENEDŽERIS),Izglītība / Zinātne,1603.000,1603.000,"",Nepilnais darba laiks,"",2026-01-29,"","Tērbatas iela 10, Valmiera, Valmieras nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438282556
260107-128,2026-01-07,40003466281,ĢEODĒZIJAS INŽENIERIS,Lauksaimniecība / Vide,2100.000,2600.000,"","","",2026-01-21,"","Vaiņodes iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438038464
260107-151,2026-01-07,40003466281,MEŽSAIMNIECĪBAS INŽENIERIS,Lauksaimniecība / Vide,1845.000,2255.000,Viena vesela slodze,"","",2026-01-21,"","Fabrikas iela 2, Līvāni, Līvānu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438051300
